lead_id,contact_name,company_name,industry,company_size,lead_source,job_title,country,region,status,created_date
L21965,Sowande Bamidele,DeltaLink Innovations,SaaS,173.0,Website,VP Sales,Nigeria,EMEA,New,2019-07-15
L21966,علی رضا ملکیان,Pioneerlink Enterprises,Logistics,403.0,Trade Show,VP Sales,Iran,EMEA,Lost,2019-07-15
L21967,"Tgk. Safina Wibowo, S.Ked",Summitpath Enterprises,FinServ,411.0,LinkedIn,Procurement Lead,Indonesia,APAC,Contacted,2019-07-15
L21968,Sr(a). Valentino Gonzalez,Orbitloop Ventures,Healthcare,26.0,LinkedIn,IT Manager,Argentina,LATAM,Lost,2019-07-15
L21969,王晨,QuantumSphere Solutions,Retail,130.0,Webinar,Procurement Lead,China,APAC,Lost,2019-07-15
L21970,Antonio Herney Ariza,Pioneercove Global,Logistics,345.0,Cold Call,Operations Director,Colombia,LATAM,Unqualified,2019-07-16
L21971,Г-жа Венчислава Белоконска-Вражалска,Cobaltwave Systems,Manufacturing,154.0,Trade Show,Operations Director,Bulgaria,Europe,Lost,2019-07-16
L21972,وليد مهيار,SkyCore Networks,Education,583.0,Website,CEO,Palestine,EMEA,Lost,2019-07-16
L21973,الدكتور عاطف خوري,Quantumpath Ventures,Manufacturing,337.0,Cold Call,CEO,Palestine,EMEA,Converted,2019-07-16
L21974,Qabeel Sabiq,Deltawave Innovations,Education,32.0,Referral,CEO,Pakistan,APAC,Lost,2019-07-16
L21975,Jack Akyeampong,Skyify Industries,Healthcare,192.0,Webinar,IT Manager,Ghana,EMEA,Converted,2019-07-16
L21976,pani Nicole Kapuścik,Blueloop Industries,Retail,40.0,Cold Call,Procurement Lead,Poland,Europe,New,2019-07-16
L21977,Caleb Long,Novawave Enterprises,Manufacturing,164.0,Cold Call,Operations Director,Australia,APAC,New,2019-07-16
L21978,Toms Lagzdiņš,Primegate Global,SaaS,159.0,Website,Marketing Manager,Latvia,Europe,New,2019-07-16
L21979,Камілла Мірошниченко,Lumenshift Group,Healthcare,17.0,Trade Show,Marketing Manager,Ukraine,Europe,Lost,2019-07-16
L21980,Gladys Stella Betancur Muñoz,Blueshift Global,SaaS,77.0,Referral,VP Sales,Colombia,LATAM,New,2019-07-16
L21981,Christopher Hawkins,PrimeBeam Group,Manufacturing,166.0,Referral,Procurement Lead,Luxembourg,Europe,Unqualified,2019-07-17
L21982,Felipe Carmela Flores Caceres,Cobaltsphere Partners,Manufacturing,132.0,Webinar,CEO,Argentina,LATAM,Unqualified,2019-07-17
L21983,Dr. Kelly Swanson MD,Cobalttrail Ventures,Education,29.0,Webinar,CEO,Luxembourg,Europe,New,2019-07-17
L21984,Miriama Šimeková,Cobaltpath Labs,Manufacturing,144.0,Referral,VP Sales,Slovakia,Europe,Lost,2019-07-17
L21985,Heather Hanson,Pioneerpath Ventures,SaaS,967.0,Webinar,Marketing Manager,Bosnia and Herzegovina,Europe,Contacted,2019-07-17
L21986,Dr. Regan Rowan,SkyLoop Labs,SaaS,16.0,Cold Call,CEO,Ireland,Europe,Unqualified,2019-07-17
L21987,Carrie Hardy,Northstarcore Enterprises,Logistics,216.0,Trade Show,Procurement Lead,Malaysia,APAC,Lost,2019-07-17
L21988,Katherine Sawyer,Skyforge Ventures,Manufacturing,251.0,Webinar,VP Sales,Malta,Europe,Converted,2019-07-18
L21989,თენგიზ ღლონტი,SilverCore Networks,Healthcare,114.0,LinkedIn,Procurement Lead,Georgia,EMEA,New,2019-07-18
L21990,Edmund Dudík,SummitSphere Enterprises,Logistics,28.0,Cold Call,Procurement Lead,Slovakia,Europe,Lost,2019-07-18
L21991,Tara Ramirez,Vertexgate Solutions,Healthcare,201.0,Trade Show,IT Manager,Singapore,APAC,Lost,2019-07-18
L21992,Lan Phạm,NorthstarBeam Networks,Manufacturing,133.0,Webinar,Procurement Lead,Vietnam,APAC,Lost,2019-07-18
L21993,吴建华,Vantageify Enterprises,SaaS,420.0,Webinar,Marketing Manager,China,APAC,Lost,2019-07-18
L21994,Øyvind Bakke,Bluecore Labs,SaaS,95.0,Trade Show,VP Sales,Norway,Europe,Lost,2019-07-18
L21995,Lara Fonseca,Brightify Industries,Education,10.0,Website,Procurement Lead,Portugal,Europe,Contacted,2019-07-18
L21996,عبد الصّمد الامام,Brightforge Technologies,Retail,11.0,Trade Show,Marketing Manager,United Arab Emirates,EMEA,Lost,2019-07-18
L21997,Prudencio Porras-Navarrete,VertexIfy Ventures,Manufacturing,217.0,Website,Operations Director,Venezuela,LATAM,Lost,2019-07-18
L21998,Capucine Faure,CrestGrid Systems,SaaS,45.0,LinkedIn,Procurement Lead,France,Europe,Lost,2019-07-18
L21999,James Wagner,Orbitcove Technologies,Logistics,152.0,Referral,Procurement Lead,Singapore,APAC,New,2019-07-18
L22000,Valborg Hellström,Pioneergate Ventures,Logistics,103.0,LinkedIn,IT Manager,Sweden,Europe,Lost,2019-07-19
L22001,Mathilde Peters,NorthstarBeam Technologies,Healthcare,88.0,Cold Call,CEO,Belgium,Europe,Unqualified,2019-07-19
L22002,H. Luhung Marpaung,SummitForge Enterprises,Retail,35.0,Trade Show,IT Manager,Indonesia,APAC,Unqualified,2019-07-19
L22003,Reginald Carter,BrightPath Technologies,Retail,69.0,Cold Call,IT Manager,Malta,Europe,Lost,2019-07-19
L22004,وصاف النعنيش,Brightbeam Global,Manufacturing,57.0,Trade Show,Operations Director,Palestine,EMEA,Lost,2019-07-19
L22005,Thabani Ndawo,BrightPath Solutions,Manufacturing,61.0,LinkedIn,Procurement Lead,South Africa,EMEA,Lost,2019-07-19
L22006,Corvin Nistor,Crestgate Ventures,Manufacturing,53.0,Cold Call,VP Sales,Romania,Europe,Lost,2019-07-19
L22007,Robert White DDS,Quantumwave Innovations,Healthcare,53.0,Cold Call,Operations Director,Malaysia,APAC,Contacted,2019-07-19
L22008,Касиди Чупетловска,Vertexgate Labs,SaaS,,Referral,Operations Director,Bulgaria,Europe,Unqualified,2019-07-20
L22009,Av. Tezol Mücellib Akar,Northstarlogic Industries,Retail,307.0,LinkedIn,Operations Director,Turkey,EMEA,Lost,2019-07-20
L22010,"Winda Mansur, M.M.",Lumenlink Ventures,SaaS,569.0,Webinar,VP Sales,Indonesia,APAC,Contacted,2019-07-20
L22011,Cindy Barnes,NorthstarForge Innovations,FinServ,251.0,Cold Call,Marketing Manager,Malaysia,APAC,Lost,2019-07-20
L22012,"Rudzītis, Ernests",Brightcore Systems,Retail,170.0,LinkedIn,Operations Director,Latvia,Europe,Lost,2019-07-21
L22013,سرکار خانم النا محمد پور,PioneerIfy Technologies,Retail,237.0,Referral,Marketing Manager,Iran,EMEA,Lost,2019-07-21
L22014,Aaron Alexander,NorthstarCore Ventures,Logistics,128.0,Cold Call,Marketing Manager,Luxembourg,Europe,Lost,2019-07-21
L22015,Cabbar Hüseyn,NorthstarWave Labs,Manufacturing,10.0,Cold Call,VP Sales,Azerbaijan,EMEA,New,2019-07-21
L22016,Ліза Стельмах,Cobaltsphere Innovations,FinServ,125.0,Website,Procurement Lead,Ukraine,Europe,New,2019-07-22
L22017,Nikola Křížová,Apexgrid Partners,Retail,263.0,Cold Call,Procurement Lead,Czech Republic,Europe,Unqualified,2019-07-22
L22018,Balogh F. Ferenc,Northstarcore Ventures,Retail,100.0,Website,Procurement Lead,Hungary,Europe,Lost,2019-07-22
L22019,Αρχιμήδης Αναστασόπουλος,Primeify Technologies,Healthcare,79.0,Webinar,VP Sales,Greece,Europe,Converted,2019-07-22
L22020,Aaron Bradley,Vantagepath Group,FinServ,50.0,Website,IT Manager,Albania,Europe,New,2019-07-22
L22021,الأستاذ واثق طه,CobaltIfy Group,Logistics,109.0,Webinar,IT Manager,United Arab Emirates,EMEA,Unqualified,2019-07-22
L22022,Kristina Salumäe,ApexCore Systems,Retail,297.0,Referral,Operations Director,Estonia,Europe,Converted,2019-07-22
L22023,Баклан Лесь Охрімович,VantageGate Systems,Logistics,261.0,Webinar,Operations Director,Ukraine,Europe,Converted,2019-07-22
L22024,Şahmettin Bilgin,Bluelink Industries,FinServ,137.0,Referral,VP Sales,Turkey,EMEA,Converted,2019-07-22
L22025,Öğr. Haliye Damlanur Yaman Mansız,SilverPath Global,Healthcare,,LinkedIn,VP Sales,Turkey,EMEA,Unqualified,2019-07-22
L22026,Dalia Esther Briones Márquez,BlueTrail Enterprises,Retail,414.0,Referral,Procurement Lead,Mexico,LATAM,Converted,2019-07-22
L22027,Amber Irwin,SkyBeam Enterprises,SaaS,6.0,Webinar,CEO,Australia,APAC,Converted,2019-07-23
L22028,Michael Santiago,SilverForge Industries,Healthcare,30.0,Referral,CEO,Malta,Europe,Converted,2019-07-23
L22029,Tine Markovič,Silverlink Solutions,Healthcare,47.0,Trade Show,Procurement Lead,Slovenia,Europe,Unqualified,2019-07-23
L22030,Melissa Fox,Quantumshift Networks,Logistics,154.0,Trade Show,CEO,Philippines,APAC,Converted,2019-07-23
L22031,Arş. Gör. Alsoy Abiye Tevetoğlu,QuantumLoop Ventures,Healthcare,12.0,Website,Marketing Manager,Turkey,EMEA,Lost,2019-07-23
L22032,Leidy Pérez,Nexshift Group,Healthcare,48.0,LinkedIn,Procurement Lead,Colombia,LATAM,Lost,2019-07-23
L22033,Bente Kisman-Hexspoor,Nexbeam Enterprises,Retail,41.0,Webinar,Procurement Lead,Netherlands,Europe,Converted,2019-07-23
L22034,Celina Weibel Herzog,Vantageforge Solutions,Healthcare,103.0,Cold Call,Marketing Manager,Switzerland,Europe,New,2019-07-23
L22035,Claes Linder,Summitpath Ventures,Education,155.0,LinkedIn,CEO,Sweden,Europe,Lost,2019-07-23
L22036,Erica Gutierrez,PrimeCove Solutions,Healthcare,41.0,Referral,CEO,Malta,Europe,Converted,2019-07-23
L22037,Carsten Heinz,OrbitWave Innovations,FinServ,45.0,Referral,VP Sales,Germany,Europe,Converted,2019-07-23
L22038,Orosz R. Patrik,VantagePath Industries,Education,39.0,Trade Show,Operations Director,Hungary,Europe,Converted,2019-07-23
L22039,Kelli Marshall,Orbitgrid Group,SaaS,76.0,Webinar,IT Manager,Singapore,APAC,Lost,2019-07-24
L22040,Danielle Kyerewaa,CrestLogic Systems,Manufacturing,31.0,Cold Call,Operations Director,Ghana,EMEA,Lost,2019-07-24
L22041,لاما الأشراف,CobaltSphere Group,Healthcare,46.0,Website,Procurement Lead,United Arab Emirates,EMEA,Unqualified,2019-07-24
L22042,Daniel Gritsch,Deltaify Dynamics,FinServ,123.0,Trade Show,IT Manager,Austria,Europe,Lost,2019-07-24
L22043,Ryan Newman,NovaLink Technologies,Education,49.0,Website,VP Sales,New Zealand,APAC,Converted,2019-07-24
L22044,"Celms, Mare",Vantagetrail Innovations,FinServ,67.0,Trade Show,Operations Director,Latvia,Europe,New,2019-07-24
L22045,Jalol Javohirov,OrbitCove Industries,Education,15.0,Webinar,Marketing Manager,Uzbekistan,APAC,Lost,2019-07-24
L22046,пан Августин Дробаха,Lumengate Innovations,Education,350.0,LinkedIn,Operations Director,Ukraine,Europe,Lost,2019-07-24
L22047,ทัตธน หนุนสุข,Silvercore Solutions,FinServ,166.0,Website,VP Sales,Thailand,APAC,Lost,2019-07-24
L22048,Nagy P. Balázs,Skycore Global,FinServ,233.0,Trade Show,CEO,Hungary,Europe,Converted,2019-07-24
L22049,曾志賢,CrestTrail Technologies,FinServ,423.0,Website,IT Manager,Taiwan,APAC,Lost,2019-07-24
L22050,Dr. Jack Maye,Silvercove Industries,Healthcare,33.0,Referral,VP Sales,Ireland,Europe,Lost,2019-07-25
L22051,Gina Ritter,Quantumify Enterprises,Logistics,64.0,Website,Procurement Lead,Egypt,EMEA,New,2019-07-25
L22052,Ümray İnönü,Northstarsphere Industries,Logistics,44.0,LinkedIn,Operations Director,Turkey,EMEA,Unqualified,2019-07-25
L22053,Pavel Beránek,Silvershift Systems,Manufacturing,72.0,Webinar,CEO,Czech Republic,Europe,Contacted,2019-07-25
L22054,كوثر الجنيدي,Silversphere Dynamics,FinServ,5.0,Trade Show,VP Sales,Palestine,EMEA,Lost,2019-07-25
L22055,Johannes Christoffersen,Nexgrid Networks,Healthcare,9.0,Website,Procurement Lead,Denmark,Europe,Contacted,2019-07-25
L22056,Naasir Souma,Orbitloop Innovations,Healthcare,144.0,Cold Call,IT Manager,Pakistan,APAC,Lost,2019-07-25
L22057,Elma Mardhiyah,Vertexgrid Enterprises,Education,372.0,Cold Call,Procurement Lead,Indonesia,APAC,Lost,2019-07-25
L22058,Yrsa Frandsen,ZenithSphere Enterprises,SaaS,462.0,Cold Call,Marketing Manager,Denmark,Europe,New,2019-07-25
L22059,Jāzeps Avotiņa,Zenithgrid Ventures,SaaS,28.0,Trade Show,Marketing Manager,Latvia,Europe,Contacted,2019-07-25
L22060,"H. Cahyanto Gunarto, S.Pd",Vantagetrail Dynamics,FinServ,113.0,LinkedIn,CEO,Indonesia,APAC,Lost,2019-07-25
L22061,Bà Vi Đặng,Vantagewave Dynamics,Education,6.0,LinkedIn,Operations Director,Vietnam,APAC,Lost,2019-07-25
L22062,Φώτιος Τουρναβίτης,NorthstarForge Partners,FinServ,59.0,Website,Marketing Manager,Greece,Europe,New,2019-07-26
L22063,Yannick Dahl-Knudsen,Northstarcove Solutions,Healthcare,86.0,Referral,Marketing Manager,Denmark,Europe,Converted,2019-07-26
L22064,مُتيّم ترابين,Skytrail Solutions,Healthcare,241.0,Trade Show,Marketing Manager,Palestine,EMEA,Converted,2019-07-26
L22065,Salimah Nababan,Silverlink Industries,FinServ,86.0,Referral,VP Sales,Indonesia,APAC,Lost,2019-07-26
L22066,Rado Breznik,Crestgrid Technologies,Education,64.0,Cold Call,Procurement Lead,Slovenia,Europe,Unqualified,2019-07-26
L22067,שיר אלמלח,Summitify Labs,Retail,169.0,Referral,CEO,Israel,EMEA,Converted,2019-07-26
L22068,Cristian Georgescu,Northstarify Networks,Education,185.0,Cold Call,Operations Director,Romania,Europe,New,2019-07-26
L22069,Jolanta Poška,NorthstarIfy Technologies,Education,12.0,Webinar,Procurement Lead,Lithuania,Europe,New,2019-07-26
L22070,Osofo Luke Yeboa,LumenTrail Partners,Manufacturing,100 emp,Trade Show,CEO,Ghana,EMEA,New,2019-07-26
L22071,Воронцова Раиса Михайловна,Pioneerlink Group,Manufacturing,465.0,Website,Operations Director,Kazakhstan,APAC,Lost,2019-07-27
L22072,Ingetraud Hiller,Orbitwave Systems,Retail,304.0,Referral,Operations Director,Germany,Europe,Converted,2019-07-27
L22073,Puti Umi Irawan,LumenGate Innovations,FinServ,6.0,LinkedIn,VP Sales,Indonesia,APAC,New,2019-07-27
L22074,Raminta Gintalas,Vertexcore Industries,SaaS,76.0,Website,VP Sales,Lithuania,Europe,Lost,2019-07-28
L22075,Chris Patterson,CobaltWave Global,FinServ,115.0,LinkedIn,IT Manager,Albania,Europe,Lost,2019-07-28
L22076,Kathy Weber,BrightLogic Solutions,Manufacturing,89.0,Webinar,CEO,Australia,APAC,Unqualified,2019-07-28
L22077,Roziyayeva Kumush,Nexloop Technologies,Logistics,36.0,Webinar,Operations Director,Uzbekistan,APAC,Unqualified,2019-07-28
L22078,Claire Kennedy,ZenithLink Labs,SaaS,82.0,Cold Call,CEO,United States,North America,Lost,2019-07-29
L22079,Vendela Frid,Summitlink Innovations,Logistics,426.0,Website,Marketing Manager,Sweden,Europe,Lost,2019-07-29
L22080,Silja Bucher,CrestLoop Systems,Retail,34.0,LinkedIn,VP Sales,Switzerland,Europe,Lost,2019-07-29
L22081,Derek Lowe,BlueIfy Global,Healthcare,50.0,Cold Call,Marketing Manager,Luxembourg,Europe,Lost,2019-07-29
L22082,Omowumi Ajewole Fagunwa,Primelink Networks,SaaS,89.0,Referral,Operations Director,Nigeria,EMEA,Converted,2019-07-29
L22083,Jekaterina Alekseev,Skygate Ventures,SaaS,18.0,Referral,Procurement Lead,Estonia,Europe,Lost,2019-07-29
L22084,Pedro Lucas Abreu,CobaltWave Enterprises,Healthcare,748.0,Referral,CEO,Brazil,LATAM,Lost,2019-07-29
L22085,Bandile Mthiya-Nxele,BrightSphere Group,Education,89.0,Cold Call,IT Manager,South Africa,EMEA,Lost,2019-07-29
L22086,Jasmine Jones,Vertexgrid Solutions,Retail,242.0,Referral,Procurement Lead,Albania,Europe,Contacted,2019-07-29
L22087,pan Konrad Ceran,Primesphere Partners,Logistics,28.0,Website,Procurement Lead,Poland,Europe,Contacted,2019-07-29
L22088,नारन तण्डुकार,SummitLink Networks,Manufacturing,211.0,Cold Call,Procurement Lead,Nepal,APAC,Lost,2019-07-30
L22089,როლანდ ახობაძე,Orbitlogic Ventures,SaaS,164.0,Website,Marketing Manager,Georgia,EMEA,Converted,2019-07-30
L22090,นิวิลดาน อุ่นอก,LumenLink Networks,Healthcare,125.0,Webinar,Operations Director,Thailand,APAC,Converted,2019-07-30
L22091,Jason Jones-Martin,Summitgrid Industries,SaaS,84.0,Webinar,Procurement Lead,United Kingdom,Europe,Lost,2019-07-30
L22092,Dr. Dante Casa Grande,PioneerShift Enterprises,Logistics,49.0,Trade Show,Marketing Manager,Brazil,LATAM,Unqualified,2019-07-30
L22093,Steven Branch,Zenithshift Industries,Education,41.0,Trade Show,IT Manager,Bosnia and Herzegovina,Europe,Lost,2019-07-30
L22094,Christopher Parker,PrimeIfy Group,SaaS,126.0,Trade Show,Marketing Manager,New Zealand,APAC,Lost,2019-07-30
L22095,Víťazoslav Jurka,Brightforge Solutions,SaaS,191.0,Cold Call,CEO,Slovakia,Europe,New,2019-07-30
L22096,طاها اشتری,ZenithCove Labs,Logistics,77.0,LinkedIn,Operations Director,Iran,EMEA,Converted,2019-07-30
L22097,Aleksandra Golubev,Novaforge Dynamics,Manufacturing,127.0,Webinar,IT Manager,Estonia,Europe,Lost,2019-07-30
L22098,刘秀珍,Novatrail Global,Education,86.0,Webinar,IT Manager,China,APAC,Lost,2019-07-30
L22099,Irmeli Kovanen,VantageLogic Ventures,Education,187.0,Webinar,VP Sales,Finland,Europe,Converted,2019-07-31
L22100,Abhimanyu Zacharia,Northstarcore Partners,FinServ,644.0,Website,CEO,India,APAC,Lost,2019-07-31
L22101,Dott. Iolanda Stradivari,ZenithGrid Technologies,Logistics,162.0,Webinar,VP Sales,Italy,Europe,Unqualified,2019-07-31
L22102,Nikita Batra,QuantumIfy Systems,FinServ,90.0,LinkedIn,IT Manager,India,APAC,Contacted,2019-07-31
L22103,Ершова Алевтина Геннадьевна,Skyforge Labs,SaaS,24.0,LinkedIn,Procurement Lead,Kazakhstan,APAC,Converted,2019-07-31
L22104,Anneke Henschel,Summitshift Solutions,SaaS,254.0,Trade Show,CEO,Germany,Europe,Converted,2019-07-31
L22105,טליה מלכה,Vantagecove Networks,Logistics,74.0,Webinar,VP Sales,Israel,EMEA,New,2019-07-31
L22106,Jose Hamilton,Quantumcove Industries,SaaS,261.0,Referral,Operations Director,United States,North America,Converted,2019-08-01
L22107,Aaron Richards,Cresttrail Dynamics,Education,319.0,Cold Call,CEO,United Kingdom,Europe,New,2019-08-01
L22108,Yolanda Wallace,Nexshift Networks,Retail,60.0,Webinar,Procurement Lead,Luxembourg,Europe,Unqualified,2019-08-01
L22109,Sandra Smith,Orbitwave Enterprises,Manufacturing,28.0,Webinar,CEO,New Zealand,APAC,Unqualified,2019-08-01
L22110,Puck Broeshart-van Clootwijck,Primeshift Systems,Logistics,139.0,Referral,VP Sales,Netherlands,Europe,Unqualified,2019-08-01
L22111,Anna Lass,SummitGrid Group,Logistics,,Cold Call,Marketing Manager,Estonia,Europe,Lost,2019-08-01
L22112,Ariana Ramirez,NorthstarLogic Industries,Education,171.0,Referral,Procurement Lead,Philippines,APAC,Converted,2019-08-01
L22113,Gerónimo Rael,Quantumbeam Ventures,SaaS,21.0,Referral,Operations Director,Mexico,LATAM,Converted,2019-08-01
L22114,Andres Lehiste,Crestpath Group,Healthcare,61.0,Webinar,IT Manager,Estonia,Europe,Lost,2019-08-01
L22115,Niko Vela,Pioneerloop Group,Education,16.0,LinkedIn,CEO,Croatia,Europe,New,2019-08-01
L22116,Priit Lehtmets,Summittrail Technologies,SaaS,2667.0,Website,IT Manager,Estonia,Europe,Lost,2019-08-01
L22117,Quý cô Vân Dương,BrightIfy Dynamics,Education,237.0,Referral,CEO,Vietnam,APAC,Lost,2019-08-02
L22118,মনোজ মোড়ল,DeltaGate Global,SaaS,23.0,Webinar,Procurement Lead,Bangladesh,APAC,Lost,2019-08-02
L22119,المهندس مروان آل عايض,SilverTrail Systems,Manufacturing,28.0,Referral,Operations Director,Saudi Arabia,EMEA,Lost,2019-08-02
L22120,Fru Ulrike Jepsen,Northstarpath Innovations,Retail,466.0,Website,Procurement Lead,Denmark,Europe,Contacted,2019-08-02
L22121,Пелагея Кузьминична Щукина,Lumenlogic Technologies,SaaS,132.0,Cold Call,VP Sales,Russia,Europe,New,2019-08-02
L22122,Frederick Compton,NovaCove Labs,Manufacturing,248.0,Webinar,CEO,Malaysia,APAC,Contacted,2019-08-02
L22123,"Rubene, Made",Primecore Enterprises,FinServ,26.0,Website,Marketing Manager,Latvia,Europe,Converted,2019-08-02
L22124,Domagoj Drandić,Brightpath Dynamics,Healthcare,285.0,Cold Call,Marketing Manager,Croatia,Europe,New,2019-08-02
L22125,Patrik Oswald-Schulz,Lumenpath Labs,SaaS,76.0,Website,IT Manager,Austria,Europe,New,2019-08-02
L22126,Mr. Christopher Hunter PhD,Northstargate Industries,Retail,103.0,Cold Call,Procurement Lead,Malta,Europe,New,2019-08-02
L22127,Corinne Meunier,Skylink Enterprises,FinServ,397.0,Cold Call,Marketing Manager,Belgium,Europe,Unqualified,2019-08-03
L22128,Anne Piir,NexCore Labs,FinServ,434.0,Webinar,Marketing Manager,Estonia,Europe,Lost,2019-08-03
L22129,James Amponsah,VertexCove Labs,Retail,31.0,Cold Call,CEO,Ghana,EMEA,Contacted,2019-08-03
L22130,Melissa Jackson,BlueLink Industries,Logistics,74.0,Cold Call,IT Manager,Australia,APAC,Unqualified,2019-08-04
L22131,אלונה סבאג,Cobaltify Systems,Education,373.0,Referral,Procurement Lead,Israel,EMEA,Converted,2019-08-04
L22132,Jason Murthy,Blueify Solutions,SaaS,100.0,Trade Show,CEO,India,APAC,Lost,2019-08-04
L22133,كیان محمد پور,LumenCove Ventures,Healthcare,36.0,LinkedIn,Operations Director,Iran,EMEA,New,2019-08-05
L22134,Rodney Lewis,CrestBeam Industries,FinServ,32.0,Website,Procurement Lead,Albania,Europe,Lost,2019-08-05
L22135,阿部 晃,Vertexbeam Solutions,Logistics,397.0,Cold Call,Procurement Lead,Japan,APAC,Lost,2019-08-05
L22136,Zinnura Marjonova,SummitShift Partners,Manufacturing,51.0,Trade Show,IT Manager,Uzbekistan,APAC,New,2019-08-05
L22137,Dr(a). Thiago Gabriel Sosa,Lumentrail Ventures,Logistics,19.0,Trade Show,Operations Director,Argentina,LATAM,Lost,2019-08-05
L22138,潘俊傑,Silvershift Dynamics,Manufacturing,50.0,Referral,CEO,Taiwan,APAC,Lost,2019-08-05
L22139,Prof. Bitten Gregersen,Novaloop Solutions,Retail,60.0,LinkedIn,Marketing Manager,Denmark,Europe,Lost,2019-08-05
L22140,Щербакова Мария Александровна,Deltashift Industries,FinServ,581.0,Webinar,VP Sales,Kazakhstan,APAC,Lost,2019-08-06
L22141,Fausto Horacio Gual Blazquez,Skyify Technologies,SaaS,34.0,Cold Call,IT Manager,Peru,LATAM,Converted,2019-08-06
L22142,이지은,Apexwave Group,Retail,146.0,Cold Call,CEO,South Korea,APAC,Lost,2019-08-06
L22143,Irma Rudzīte,Lumenloop Labs,Retail,148.0,LinkedIn,Operations Director,Latvia,Europe,Lost,2019-08-06
L22144,Victoire Martineau,Nextrail Enterprises,Manufacturing,44.0,Website,Marketing Manager,France,Europe,Unqualified,2019-08-06
L22145,Nicole Ross,BlueLink Labs,Logistics,34.0,Trade Show,Operations Director,Jordan,EMEA,Unqualified,2019-08-06
L22146,Jean-Pierre Grégoire,Zenithtrail Group,Education,511.0,LinkedIn,Marketing Manager,Belgium,Europe,New,2019-08-06
L22147,Jeannine Leduc,Skytrail Global,Education,53.0,Cold Call,CEO,France,Europe,Lost,2019-08-06
L22148,Aleksei Petrov,Vertexcore Systems,Education,15.0,LinkedIn,Marketing Manager,Estonia,Europe,Contacted,2019-08-06
L22149,Adam Otto-Steckel,Apexsphere Group,Healthcare,113.0,LinkedIn,Operations Director,Germany,Europe,Lost,2019-08-06
L22150,جناب آقای دکتر علي هنری,Novacore Technologies,FinServ,263.0,Webinar,Operations Director,Iran,EMEA,Converted,2019-08-06
L22151,Emily Gilmore,Vertexlogic Industries,FinServ,434.0,Webinar,Marketing Manager,Luxembourg,Europe,Converted,2019-08-07
L22152,Herr Isidor Knappe,OrbitLoop Labs,Retail,22.0,Webinar,CEO,Germany,Europe,Converted,2019-08-07
L22153,عبد المجيد بقشان,Summitpath Ventures,Manufacturing,164.0,LinkedIn,VP Sales,Saudi Arabia,EMEA,Lost,2019-08-07
L22154,Tim Hrovat,LumenBeam Industries,FinServ,20.0,Referral,CEO,Slovenia,Europe,Converted,2019-08-07
L22155,Rachel Gladys Gómez Vásquez,Northstarlink Systems,Manufacturing,100.0,LinkedIn,IT Manager,Chile,LATAM,Lost,2019-08-07
L22156,Walter Lustenberger,SkyLogic Innovations,Healthcare,218.0,Trade Show,VP Sales,Switzerland,Europe,Lost,2019-08-07
L22157,Uzsoy Sezer,Primelink Industries,SaaS,69.0,Website,Marketing Manager,Turkey,EMEA,Converted,2019-08-07
L22158,Dr(a). Helena Ramirez,Pioneertrail Industries,Manufacturing,174.0,Website,CEO,Argentina,LATAM,Lost,2019-08-07
L22159,Hüsniyyə Urfan,Apexbeam Enterprises,Healthcare,28.0,Website,IT Manager,Azerbaijan,EMEA,Contacted,2019-08-07
L22160,Julie Shelton,ApexCove Technologies,Manufacturing,12.0,LinkedIn,VP Sales,Malaysia,APAC,Lost,2019-08-07
L22161,Горбунова Ирина Антоновна,SilverShift Labs,Manufacturing,175.0,Trade Show,VP Sales,Kazakhstan,APAC,Lost,2019-08-07
L22162,小林 直樹,Orbitlink Dynamics,Logistics,729.0,Trade Show,Marketing Manager,Japan,APAC,Contacted,2019-08-07
L22163,Muhammadziyoev Sarvar,Vantageify Labs,Retail,26.0,Trade Show,CEO,Uzbekistan,APAC,Lost,2019-08-08
L22164,Jessica Silva,NovaCore Global,Manufacturing,47.0,Website,CEO,Albania,Europe,Converted,2019-08-08
L22165,Christopher Law,Apexlogic Networks,Healthcare,692.0,Cold Call,Marketing Manager,New Zealand,APAC,Lost,2019-08-08
L22166,Anthony Davis,NexIfy Enterprises,Healthcare,5928.0,Website,IT Manager,Australia,APAC,Contacted,2019-08-08
L22167,Vuokko Saastamoinen,Primebeam Group,Logistics,61.0,Cold Call,CEO,Finland,Europe,Lost,2019-08-08
L22168,Robert Prince,VantageBeam Dynamics,Healthcare,56.0,Trade Show,VP Sales,Egypt,EMEA,Contacted,2019-08-08
L22169,Édgar Caparrós Verdugo,Nexcove Solutions,Education,12.0,LinkedIn,VP Sales,Spain,Europe,Lost,2019-08-08
L22170,Aleksander Mölder,NexLogic Group,Manufacturing,12.0,Webinar,Marketing Manager,Estonia,Europe,Unqualified,2019-08-08
L22171,Maroš Malachovský,Brightlogic Systems,Education,32.0,Webinar,Procurement Lead,Slovakia,Europe,Contacted,2019-08-08
L22172,Станимир Эдуардович Филиппов,Crestloop Global,Healthcare,52.0,Webinar,VP Sales,Russia,Europe,Converted,2019-08-08
L22173,Aasim Nadeem,Brightcove Solutions,Logistics,87.0,Referral,Marketing Manager,Pakistan,APAC,Lost,2019-08-08
L22174,श्री महेश पोद्वार,Summitcore Industries,Retail,206.0,Website,Operations Director,Nepal,APAC,New,2019-08-08
